village_id,state,district_code,latitude,longitude,population,ntl_2019,ntl_2024,ntl_growth_abs,ntl_growth_pct,ndbi_2020,ndbi_2025,ndbi_delta,built_area_ha_2020,built_area_ha_2025,built_growth_pct,ndvi_2019,ndvi_2024,ndvi_trend,road_connected,road_type,dist_to_town_km,antyodaya_score,has_telecom_tower,growth_tier_label
OD150018,Odisha,15,20.22692,83.85123,716,1.3423,1.8238,0.4815,33.38,-0.088,-0.0916,-0.0036,62.9,61.0,-2.97,0.3736,0.3382,-0.00709,0,0,34.1,64.2,0,low
OD010019,Odisha,1,21.42665,83.99229,2457,2.4723,3.8724,1.4001,54.43,0.0035,0.0393,0.0357,120.6,131.1,8.61,0.2514,0.2672,0.00315,1,0,29.9,33.8,1,medium
OD080020,Odisha,8,18.54688,86.51607,307,1.5534,1.8478,0.2944,17.81,0.1814,0.1956,0.0143,88.6,93.3,5.22,0.3766,0.3775,0.00019,1,1,23.3,58.0,1,low
OD130021,Odisha,13,20.8694,83.89068,625,2.9758,4.1422,1.1664,37.92,0.0377,0.0505,0.0128,45.0,54.3,20.11,0.5708,0.6016,0.00616,1,2,12.2,46.4,1,medium
OD080022,Odisha,8,20.79412,87.16781,200,0.7552,0.8251,0.0699,8.18,-0.041,-0.0457,-0.0047,74.3,72.5,-2.27,0.3102,0.2472,-0.01259,0,0,31.2,93.8,1,low
OD170023,Odisha,17,19.94568,85.90738,1040,0.5821,1.0238,0.4417,64.76,-0.2882,-0.2725,0.0157,55.3,66.8,20.26,0.429,0.4536,0.00492,0,0,50.3,93.0,0,low
OD150024,Odisha,15,22.49784,85.51695,219,0.5777,0.7054,0.1277,18.85,0.0609,0.0736,0.0126,45.7,52.7,14.83,0.3654,0.3068,-0.01172,1,0,35.1,74.8,0,low
OD200025,Odisha,20,20.68328,85.7627,647,3.4278,4.5731,1.1453,32.46,0.0539,0.0879,0.034,85.2,103.8,21.54,0.4289,0.4327,0.00076,1,0,10.0,50.4,1,medium
OD140026,Odisha,14,21.08061,83.05353,345,3.0291,4.7913,1.7622,56.32,-0.1604,-0.1188,0.0416,86.2,115.0,33.0,0.6554,0.7961,0.02815,1,1,27.2,38.2,1,medium
OD080027,Odisha,8,20.7469,84.55968,838,1.0243,1.4728,0.4485,39.9,-0.0314,-0.018,0.0134,71.8,80.9,12.54,0.4487,0.4279,-0.00418,0,1,47.6,80.1,0,low
OD040028,Odisha,4,19.15237,82.57953,1640,1.1207,1.1315,0.0108,0.88,0.1066,0.0987,-0.0079,157.9,153.6,-2.71,0.5189,0.5418,0.00458,0,0,25.5,84.7,1,low
OD290029,Odisha,29,18.56015,84.00292,2414,6.5761,15.2541,8.678,129.99,0.1286,0.2639,0.1354,101.7,147.3,44.36,0.5778,0.7636,0.03716,1,2,2.5,10.1,1,high
OD290030,Odisha,29,19.37466,81.43711,1078,0.6524,0.8539,0.2015,26.78,-0.1448,-0.1475,-0.0027,70.6,69.3,-1.75,0.6559,0.563,-0.01858,0,0,22.5,70.4,0,low
OD130031,Odisha,13,22.22567,82.17906,218,0.9832,1.294,0.3108,28.69,0.0297,0.0212,-0.0085,56.4,51.2,-9.17,0.6575,0.6521,-0.00107,1,0,44.2,89.4,1,low
OD250032,Odisha,25,18.6528,83.77536,2951,9.779,14.6718,4.8928,49.53,-0.2416,-0.1493,0.0923,41.7,72.0,70.79,0.2428,0.3562,0.02268,1,2,15.1,25.2,1,high
OD130033,Odisha,13,20.2152,82.55573,868,2.3525,4.111,1.7585,71.7,0.0388,0.071,0.0322,103.6,113.1,9.04,0.3379,0.3912,0.01066,1,1,10.1,39.4,0,medium
OD180034,Odisha,18,22.31687,85.46169,782,1.1567,1.3725,0.2158,17.17,-0.2837,-0.293,-0.0093,51.1,44.2,-13.25,0.2527,0.153,-0.01994,1,0,45.8,84.2,0,low
OD030035,Odisha,3,17.81483,87.40475,928,0.6322,0.7491,0.1169,15.96,-0.2349,-0.2278,0.007,28.2,32.3,14.03,0.5592,0.5819,0.00452,0,1,40.9,84.8,0,low
OD120036,Odisha,12,18.08737,86.12382,1159,8.1446,10.3823,2.2377,27.14,0.1237,0.2575,0.1338,139.6,212.2,51.68,0.6866,0.864,0.03547,1,2,8.5,35.6,1,high
OD160037,Odisha,16,19.70465,82.43019,204,0.8205,1.1131,0.2926,31.79,0.1629,0.1785,0.0156,137.0,147.1,7.25,0.3796,0.3719,-0.00155,1,1,25.6,91.2,1,low
OD280038,Odisha,28,21.40232,85.31825,1924,3.149,4.1412,0.9922,30.54,-0.0737,-0.017,0.0566,109.8,143.5,30.41,0.318,0.4316,0.02273,1,1,25.0,60.2,1,medium
OD260039,Odisha,26,18.73473,81.81563,488,0.6865,1.0865,0.4,50.86,-0.225,-0.2117,0.0133,25.5,32.1,24.89,0.3494,0.3511,0.00034,1,1,48.4,97.4,1,low
OD070040,Odisha,7,21.38339,85.08249,1455,3.5364,4.5927,1.0563,29.05,-0.1088,-0.0967,0.0121,54.9,63.6,15.47,0.4641,0.5036,0.0079,0,1,15.1,45.6,1,medium
OD210041,Odisha,21,21.56255,82.10088,695,0.7458,1.0477,0.3019,35.69,0.039,0.0503,0.0113,91.8,96.9,5.52,0.4697,0.3764,-0.01865,1,2,42.2,72.2,0,low
OD040042,Odisha,4,18.8433,81.5879,620,0.6228,0.7009,0.0781,10.81,-0.1864,-0.1904,-0.004,23.8,20.9,-11.62,0.3624,0.2923,-0.01401,1,1,38.3,94.8,0,low
OD290043,Odisha,29,21.55716,86.32565,200,0.7633,1.0367,0.2734,31.67,0.1141,0.1325,0.0184,148.1,157.4,6.22,0.6128,0.5155,-0.01946,0,0,30.4,69.3,1,low
OD010044,Odisha,1,21.84771,86.40458,869,0.76,0.8685,0.1085,12.61,-0.077,-0.0832,-0.0062,66.7,64.7,-2.93,0.6864,0.719,0.00653,1,0,21.0,90.9,0,low
OD200045,Odisha,20,18.08683,84.88593,1406,0.4522,0.4266,-0.0256,-4.64,-0.2152,-0.2049,0.0103,52.2,55.7,6.63,0.2639,0.1727,-0.01823,1,1,22.5,83.3,0,low
OD090046,Odisha,9,18.68391,82.29609,1322,3.1396,4.9278,1.7881,55.2,0.1658,0.1985,0.0326,167.4,191.2,14.12,0.3044,0.4426,0.02763,0,1,15.7,58.2,1,medium
OD060047,Odisha,6,21.39988,83.4275,421,4.545,5.9511,1.4061,30.27,-0.0221,0.0275,0.0496,42.9,78.6,81.52,0.2827,0.3834,0.02014,1,1,16.9,62.2,0,medium
OD060048,Odisha,6,19.33281,83.9246,487,3.3979,3.8411,0.4431,12.67,-0.0377,0.0067,0.0444,106.5,120.0,12.6,0.229,0.2576,0.00573,1,2,29.7,50.0,0,medium
OD060049,Odisha,6,20.30849,87.17285,414,2.55,3.774,1.2239,46.18,0.0165,0.0462,0.0297,106.3,114.5,7.7,0.4017,0.4332,0.0063,1,2,28.0,39.7,1,medium
OD160050,Odisha,16,19.82497,86.22854,441,1.1064,1.3947,0.2883,23.9,0.0558,0.0614,0.0056,89.1,90.9,1.98,0.569,0.6005,0.0063,0,1,41.4,68.1,0,low
OD090051,Odisha,9,18.23268,84.02384,1570,2.5697,4.1522,1.5825,59.28,0.0872,0.1345,0.0473,66.8,81.6,21.96,0.3109,0.385,0.01482,0,2,18.9,69.3,0,medium
OD110052,Odisha,11,20.54257,84.61202,2604,1.7769,2.1696,0.3927,20.92,-0.0428,-0.0263,0.0165,114.1,124.3,8.88,0.2704,0.1951,-0.01508,0,0,54.0,96.7,0,low
OD010053,Odisha,1,18.5558,83.25292,1820,2.5871,3.7322,1.1451,42.61,0.131,0.15,0.019,186.5,199.0,6.67,0.4734,0.4815,0.00161,0,2,10.5,41.5,1,medium
OD250054,Odisha,25,22.12997,84.83582,475,3.0063,3.6508,0.6445,20.75,0.0583,0.0844,0.0261,94.1,100.7,6.86,0.3511,0.492,0.02819,0,2,17.7,64.9,1,medium
OD210055,Odisha,21,20.59398,85.35311,412,0.7614,0.7549,-0.0066,-0.76,0.0636,0.0564,-0.0071,150.6,146.1,-2.98,0.6326,0.6817,0.00981,1,1,42.1,85.7,0,low
OD290056,Odisha,29,19.09172,82.02211,1318,0.5174,0.5525,0.0351,5.69,0.1897,0.1843,-0.0054,148.2,145.4,-1.86,0.2248,0.2411,0.00326,1,0,46.3,76.7,1,low
OD250057,Odisha,25,21.91957,81.68012,446,1.4956,1.6898,0.1942,12.17,-0.1447,-0.1541,-0.0093,28.5,24.3,-14.25,0.441,0.4001,-0.00817,1,0,47.8,88.6,1,low
OD180058,Odisha,18,20.58106,83.2329,680,0.635,1.0428,0.4077,55.47,0.1492,0.1488,-0.0004,185.3,185.1,-0.09,0.5517,0.5477,-0.0008,1,0,35.1,80.3,1,low
OD120059,Odisha,12,20.69891,81.45294,310,0.6382,1.0086,0.3704,50.17,-0.2844,-0.2936,-0.0091,46.1,41.0,-10.95,0.2137,0.2107,-0.0006,1,0,47.2,91.3,1,low
OD170060,Odisha,17,21.44822,83.94086,521,0.6457,0.8795,0.2338,31.35,0.1953,0.2105,0.0152,168.7,173.3,2.69,0.5163,0.5369,0.00412,0,1,18.2,75.7,0,low
OD280061,Odisha,28,19.8085,82.65753,272,1.2014,1.5897,0.3882,29.83,-0.0426,-0.0236,0.019,45.9,53.6,16.6,0.5996,0.6223,0.00454,1,1,18.0,57.7,0,low
OD190062,Odisha,19,21.49468,86.08261,1636,3.2163,4.3415,1.1251,33.93,0.1332,0.1658,0.0326,72.6,92.5,27.1,0.4057,0.4942,0.01771,1,0,21.7,66.6,1,medium
OD170063,Odisha,17,20.85741,83.65253,889,0.398,0.6281,0.2302,46.22,-0.1106,-0.098,0.0126,38.3,45.5,18.26,0.3731,0.2769,-0.01925,1,0,54.1,60.7,0,low
OD270064,Odisha,27,20.66209,84.42474,317,1.1713,1.5921,0.4208,33.1,-0.2569,-0.2591,-0.0022,57.1,56.5,-1.15,0.6717,0.6225,-0.00983,1,1,46.3,66.8,0,low
OD240065,Odisha,24,18.97264,82.11956,724,0.7611,0.7422,-0.0189,-2.2,0.1143,0.1245,0.0102,108.9,116.5,6.92,0.2103,0.1273,-0.0166,0,1,25.9,75.5,0,low
OD030066,Odisha,3,21.39809,85.95993,1329,2.0894,3.8657,1.7763,81.13,-0.1349,-0.0935,0.0414,34.6,54.7,56.62,0.4734,0.4972,0.00476,0,2,18.8,53.3,1,medium
OD290067,Odisha,29,22.46565,85.88852,1967,8.1622,19.368,11.2059,135.63,-0.1997,-0.0833,0.1164,72.7,131.4,79.81,0.5839,0.7669,0.0366,1,2,17.7,36.3,1,high
OD210068,Odisha,21,22.15354,86.49705,1060,2.9814,3.4334,0.452,14.67,-0.1902,-0.1707,0.0194,78.0,90.1,15.22,0.3637,0.3751,0.00228,0,1,26.1,33.2,1,medium
OD120069,Odisha,12,22.53697,82.32604,420,1.0862,1.5196,0.4335,36.54,-0.009,0.0068,0.0159,58.8,68.4,16.13,0.2724,0.2368,-0.00713,1,0,35.1,90.8,0,low
OD160070,Odisha,16,22.07888,84.11108,881,1.4343,1.5507,0.1165,7.59,0.0416,0.0513,0.0097,53.5,57.4,7.01,0.4873,0.4527,-0.00692,1,1,17.4,56.1,0,low
OD020071,Odisha,2,20.88426,86.5661,582,2.5791,2.9368,0.3577,13.35,0.0986,0.1507,0.0521,171.4,198.9,15.94,0.2957,0.3126,0.00339,0,0,10.9,38.8,0,medium
OD050072,Odisha,5,21.016,85.1449,477,1.9543,3.112,1.1577,56.35,-0.1176,-0.0715,0.0461,50.5,64.5,27.19,0.6311,0.7777,0.02932,1,1,29.2,43.7,0,medium
OD210073,Odisha,21,19.56691,84.61063,638,0.9785,1.0677,0.0892,8.27,-0.2985,-0.2789,0.0196,58.7,71.2,20.99,0.4619,0.3738,-0.01761,1,0,41.1,64.4,1,low
OD220074,Odisha,22,20.42951,84.91301,306,0.9727,1.0319,0.0592,5.52,0.0428,0.061,0.0183,126.6,133.1,5.08,0.6543,0.6204,-0.00679,1,2,31.3,57.0,0,low
OD110075,Odisha,11,18.37448,84.05436,762,0.5622,0.5734,0.0112,1.69,-0.0953,-0.0811,0.0142,101.1,106.4,5.23,0.3269,0.2856,-0.00826,0,0,27.7,55.8,0,low
OD080076,Odisha,8,20.35356,84.81794,681,2.9917,4.838,1.8463,59.72,-0.2943,-0.2355,0.0587,23.7,42.1,74.3,0.4122,0.4934,0.01623,1,2,14.5,54.4,1,medium
OD290077,Odisha,29,22.04434,82.69555,252,0.6925,0.8683,0.1759,22.19,-0.1862,-0.1765,0.0098,47.0,51.2,8.7,0.5719,0.5309,-0.00819,1,1,35.7,70.2,0,low
OD270078,Odisha,27,17.97516,84.62402,630,2.7278,4.4332,1.7055,60.31,0.1404,0.1518,0.0114,177.2,181.5,2.42,0.3599,0.4876,0.02553,0,1,8.6,33.5,1,medium
OD230079,Odisha,23,21.44049,83.3498,1520,3.6791,5.4523,1.7732,46.92,-0.1292,-0.1133,0.016,103.6,109.3,5.4,0.6266,0.6857,0.01182,0,1,26.4,38.7,0,medium
OD060080,Odisha,6,20.31867,87.41102,1131,3.352,4.0365,0.6845,19.83,-0.0324,0.0126,0.045,66.3,97.9,46.99,0.5707,0.6789,0.02163,0,2,14.5,34.8,1,medium
OD050081,Odisha,5,19.28944,87.19964,516,1.05,1.044,-0.006,-0.52,-0.2102,-0.2091,0.0012,41.7,42.5,1.84,0.3654,0.2737,-0.01834,1,2,34.4,82.6,1,low
OD050082,Odisha,5,22.52158,83.79727,354,0.5164,0.7921,0.2756,44.72,0.0586,0.0713,0.0127,114.5,118.1,3.09,0.291,0.3011,0.00201,1,1,53.4,87.5,0,low
OD010083,Odisha,1,18.66461,86.49168,293,0.7172,0.9625,0.2453,30.02,-0.0367,-0.0317,0.005,137.5,140.9,2.52,0.2973,0.2949,-0.00048,0,0,29.6,95.9,0,low
OD170084,Odisha,17,19.27306,85.16891,313,0.4756,0.632,0.1564,27.17,-0.0728,-0.0652,0.0076,59.8,62.1,3.83,0.675,0.7105,0.00709,0,1,55.1,82.8,1,low
OD010085,Odisha,1,21.68738,84.26202,816,2.3948,3.4499,1.0552,42.3,-0.2165,-0.2018,0.0147,68.8,75.6,9.69,0.3779,0.5054,0.02551,1,1,24.6,57.9,1,medium
OD190086,Odisha,19,22.2195,81.54299,555,1.3377,1.2747,-0.063,-4.38,-0.2656,-0.2646,0.001,67.5,67.9,0.58,0.312,0.2357,-0.01525,1,0,37.2,61.9,0,low
OD170087,Odisha,17,20.67448,83.89954,905,0.7017,0.6662,-0.0355,-4.43,0.1841,0.1841,-0.0,123.2,123.2,-0.01,0.5179,0.5019,-0.00321,1,1,25.0,80.1,0,low
OD120088,Odisha,12,20.38808,84.59446,345,1.5989,1.9343,0.3355,19.75,-0.2257,-0.2347,-0.009,27.0,23.6,-12.27,0.6908,0.6172,-0.01472,1,0,47.2,90.7,1,low
OD010089,Odisha,1,19.98039,82.47899,2181,10.3057,20.6062,10.3005,98.99,-0.0664,-0.0118,0.0546,43.0,81.2,87.01,0.4867,0.7695,0.05655,0,2,17.2,33.2,0,high
OD110090,Odisha,11,18.28428,84.7474,200,0.8813,0.7983,-0.083,-8.46,0.1669,0.1811,0.0142,103.8,113.8,9.55,0.4543,0.4642,0.00199,0,1,35.7,58.3,1,low
OD290091,Odisha,29,21.25055,82.68997,1900,3.1685,4.84,1.6715,51.14,-0.1448,-0.1173,0.0275,69.1,78.1,12.77,0.5304,0.6544,0.02481,0,1,14.2,52.0,1,medium
OD050092,Odisha,5,20.4626,82.05535,336,4.5254,5.6846,1.1592,25.06,-0.135,-0.0971,0.0379,106.3,122.3,14.88,0.6496,0.6704,0.00416,0,2,27.3,33.3,0,medium
OD130093,Odisha,13,22.41908,86.94627,319,0.6411,0.9813,0.3401,45.9,0.1609,0.1555,-0.0055,193.0,191.3,-0.83,0.4451,0.492,0.00938,1,1,19.4,87.9,1,low
OD150094,Odisha,15,18.5737,86.20647,1090,0.7724,0.7244,-0.048,-5.51,-0.0864,-0.0723,0.014,47.4,56.4,18.6,0.4801,0.447,-0.00662,0,2,47.8,90.9,0,low
OD240095,Odisha,24,19.92213,82.33738,398,0.9373,1.3046,0.3672,35.4,-0.1551,-0.1447,0.0104,64.2,68.8,7.06,0.6835,0.6444,-0.00782,0,0,25.0,64.3,1,low
OD280096,Odisha,28,19.06855,87.06885,786,1.3832,1.8322,0.449,30.27,-0.234,-0.2282,0.0058,42.0,44.8,6.5,0.6399,0.6227,-0.00343,0,1,56.9,60.5,1,low
OD230097,Odisha,23,18.39279,83.81334,1125,10.504,20.0732,9.5692,90.24,-0.1408,-0.0868,0.054,30.7,67.0,114.25,0.629,0.8249,0.03918,1,2,14.4,16.9,0,high
OD140098,Odisha,14,18.38721,85.88713,540,0.5414,0.898,0.3566,55.61,0.0849,0.097,0.0121,48.7,52.6,7.74,0.4118,0.4201,0.00167,1,0,37.6,95.1,1,low
OD150099,Odisha,15,19.29819,87.32632,1776,9.848,18.4493,8.6013,86.46,-0.0291,0.0549,0.084,135.8,165.6,21.81,0.6209,0.8375,0.04332,1,2,5.1,42.6,1,high
OD290100,Odisha,29,21.248,82.61035,253,0.5833,0.9477,0.3644,53.34,-0.0378,-0.0387,-0.0009,35.3,35.1,-0.69,0.4592,0.4946,0.00708,1,0,52.5,69.5,0,low
OD270101,Odisha,27,19.16373,82.58252,301,0.7445,0.8363,0.0918,10.87,-0.2515,-0.234,0.0175,54.1,63.4,16.79,0.555,0.5039,-0.01023,1,0,29.8,75.0,1,low
OD080102,Odisha,8,21.18107,85.64836,607,2.2417,2.6815,0.4398,18.78,0.1348,0.1541,0.0193,171.8,184.8,7.52,0.4316,0.4341,0.00049,0,0,28.0,45.3,1,medium
OD250103,Odisha,25,20.7844,87.43051,655,2.7132,4.0329,1.3197,46.91,-0.0779,-0.0562,0.0217,52.3,67.0,27.41,0.2894,0.3608,0.01428,1,1,17.6,43.9,1,medium
OD160104,Odisha,16,19.16286,83.71174,1644,1.1006,1.426,0.3254,27.11,-0.2905,-0.2727,0.0178,28.0,34.3,21.48,0.3196,0.2476,-0.01441,0,1,50.9,86.9,0,low
OD060105,Odisha,6,21.98468,83.37651,688,0.8838,0.98,0.0962,9.78,-0.0369,-0.0175,0.0194,36.8,42.1,13.95,0.4921,0.4973,0.00104,1,1,40.7,90.7,0,low
OD110106,Odisha,11,22.54768,83.1764,3775,1.5552,1.922,0.3668,22.16,-0.1937,-0.1951,-0.0014,89.5,88.6,-1.01,0.5021,0.4657,-0.00729,0,0,17.1,93.3,0,low
OD160107,Odisha,16,22.3433,84.37219,361,0.6652,0.8514,0.1862,24.34,0.011,0.026,0.0151,59.6,68.7,15.11,0.3812,0.4011,0.00399,1,0,54.4,64.4,1,low
OD070108,Odisha,7,20.80482,84.29417,383,0.6275,0.9073,0.2798,38.46,-0.0468,-0.0401,0.0067,84.4,88.5,4.79,0.4609,0.4417,-0.00383,1,1,30.8,97.8,0,low
OD070109,Odisha,7,18.97751,84.94532,265,0.8612,1.36,0.4988,51.9,-0.1389,-0.143,-0.0042,98.5,96.0,-2.55,0.6237,0.6497,0.00521,1,0,22.2,89.9,1,low
OD140110,Odisha,14,21.7442,85.59363,553,1.1213,1.1939,0.0727,5.95,-0.1151,-0.1026,0.0125,49.1,55.0,11.83,0.217,0.1624,-0.01093,0,0,21.3,90.5,0,low
OD040111,Odisha,4,19.55718,83.78528,275,0.9875,1.2643,0.2768,25.45,-0.0569,-0.054,0.0029,89.1,91.0,2.13,0.6929,0.688,-0.00099,1,0,30.1,78.4,1,low
OD140112,Odisha,14,18.71176,85.36968,451,0.871,0.8574,-0.0136,-1.4,0.1261,0.1374,0.0112,53.9,61.8,14.38,0.2913,0.2417,-0.00991,1,1,21.6,76.4,1,low
OD090113,Odisha,9,18.24263,84.03955,2283,1.5094,1.9662,0.4568,28.38,-0.017,0.0001,0.0171,86.8,99.1,14.05,0.328,0.2679,-0.01201,0,0,42.0,88.3,0,low
OD130114,Odisha,13,21.59558,87.14836,1189,0.4327,0.3949,-0.0378,-7.09,-0.1339,-0.1389,-0.005,108.4,105.8,-2.36,0.2077,0.222,0.00286,0,1,46.2,79.8,1,low
OD020115,Odisha,2,18.33891,86.94131,952,0.731,1.2042,0.4732,56.94,-0.1059,-0.0901,0.0159,102.9,111.0,7.84,0.6169,0.6169,0.0,1,1,35.3,68.6,0,low
OD110116,Odisha,11,21.91956,82.28199,2565,2.9678,3.4001,0.4323,14.09,0.0669,0.0992,0.0323,149.4,161.7,8.17,0.5133,0.5989,0.01713,1,0,21.5,66.0,1,medium
OD010117,Odisha,1,21.80689,87.00782,979,2.894,3.3108,0.4168,13.92,-0.1221,-0.0655,0.0566,40.2,57.3,41.33,0.2903,0.3858,0.01909,1,2,21.4,44.2,0,medium
OD020118,Odisha,2,21.66008,81.74154,372,1.0596,1.3056,0.246,21.21,-0.2485,-0.2518,-0.0033,33.6,32.3,-3.66,0.3716,0.275,-0.01932,0,0,34.9,65.5,1,low
OD150119,Odisha,15,19.47547,83.14658,391,0.5678,0.8358,0.268,40.14,-0.0146,0.0031,0.0177,128.5,141.3,9.89,0.5348,0.5542,0.00389,0,1,34.4,90.5,0,low
OD090120,Odisha,9,21.97139,85.38043,1132,2.2651,3.8902,1.625,68.71,-0.0589,-0.0065,0.0524,71.0,92.7,30.06,0.2355,0.3203,0.01694,1,2,26.6,50.6,1,medium
OD290121,Odisha,29,20.44606,84.65408,1807,2.1404,3.9269,1.7865,79.74,-0.1414,-0.0922,0.0492,61.4,77.4,25.68,0.6815,0.6855,0.0008,1,1,20.7,37.2,1,medium
OD280122,Odisha,28,21.16188,84.10727,464,0.72,0.6713,-0.0487,-5.94,-0.0442,-0.0531,-0.009,54.4,51.5,-5.34,0.2141,0.2284,0.00287,0,0,26.9,83.6,1,low
OD150123,Odisha,15,18.39193,85.9542,533,0.6246,1.0755,0.4509,62.23,-0.0804,-0.0733,0.0071,40.2,44.6,10.68,0.2728,0.2505,-0.00445,0,2,47.5,84.0,1,low
OD200124,Odisha,20,20.85397,86.37785,1126,0.5989,0.5937,-0.0052,-0.74,-0.0116,-0.0177,-0.0061,81.1,78.8,-2.75,0.4443,0.4738,0.0059,1,2,49.8,60.1,0,low
OD130125,Odisha,13,22.18559,82.12331,576,0.6611,0.7259,0.0648,8.52,-0.1921,-0.1816,0.0106,80.7,83.8,3.69,0.2273,0.135,-0.01846,1,0,19.7,82.1,1,low
OD140126,Odisha,14,18.78415,86.95454,449,0.8923,0.8764,-0.0158,-1.6,-0.0935,-0.0767,0.0168,32.6,40.6,23.59,0.5385,0.4386,-0.01999,1,1,43.2,88.0,0,low
OD040127,Odisha,4,21.96406,83.75787,1053,8.7641,11.1179,2.3538,26.55,-0.2509,-0.104,0.1469,24.7,116.1,355.68,0.3634,0.5262,0.03256,1,2,2.3,36.1,0,high
OD010128,Odisha,1,21.44692,85.01245,316,0.6357,0.7603,0.1246,16.93,-0.2058,-0.1911,0.0147,35.0,41.1,17.2,0.5211,0.471,-0.01002,1,0,38.0,89.1,1,low
OD030129,Odisha,3,19.75467,81.8075,341,1.2967,1.4007,0.104,7.45,0.0932,0.1017,0.0085,89.8,94.5,5.16,0.5563,0.5608,0.0009,0,2,32.2,82.9,1,low
OD050130,Odisha,5,20.65567,82.42305,240,0.8608,0.8185,-0.0422,-4.4,0.1687,0.1615,-0.0071,116.1,111.2,-4.2,0.3615,0.3278,-0.00673,0,2,49.1,58.6,1,low
OD040131,Odisha,4,19.376,87.02718,445,0.8974,0.9838,0.0864,8.66,0.0465,0.0578,0.0113,69.4,76.6,10.18,0.3541,0.2682,-0.01719,0,0,18.7,64.6,1,low
OD200132,Odisha,20,19.30195,87.4285,200,0.8147,0.7634,-0.0513,-5.6,-0.2999,-0.2981,0.0017,51.4,52.3,1.7,0.5284,0.4465,-0.01639,1,2,23.6,82.0,1,low
OD100133,Odisha,10,18.61818,85.235,1636,2.6589,4.3877,1.7288,62.66,-0.1962,-0.1751,0.0211,66.3,76.2,14.7,0.269,0.2821,0.00263,1,2,9.6,58.6,1,medium
OD090134,Odisha,9,18.482,81.40915,1841,2.2415,4.1381,1.8965,80.99,-0.0608,-0.0067,0.0541,74.3,111.8,49.82,0.3791,0.4817,0.02053,1,1,19.4,54.2,1,medium
OD250135,Odisha,25,22.11472,83.5087,4422,0.6359,0.7486,0.1127,15.32,0.1249,0.1385,0.0136,74.1,83.3,12.33,0.6657,0.6345,-0.00624,1,0,20.0,56.1,0,low
OD050136,Odisha,5,20.36325,83.6503,408,0.7573,1.2181,0.4607,53.74,-0.072,-0.0552,0.0168,69.6,79.8,14.45,0.3165,0.3187,0.00043,1,1,25.5,67.5,1,low
OD210137,Odisha,21,21.22811,84.48528,1283,0.6466,0.6441,-0.0025,-0.34,0.1941,0.194,-0.0001,66.7,66.7,-0.05,0.6189,0.6504,0.0063,1,0,50.5,97.2,0,low
OD180138,Odisha,18,21.66645,86.38695,1765,0.5773,0.6467,0.0694,10.24,0.1722,0.1888,0.0165,150.0,162.0,7.94,0.6649,0.579,-0.01717,1,1,44.1,69.6,1,low
OD170139,Odisha,17,19.31566,84.56182,1264,1.6671,1.894,0.2269,12.84,-0.2855,-0.2898,-0.0044,55.4,53.4,-3.46,0.4326,0.4426,0.00201,0,0,31.9,92.0,1,low
OD120140,Odisha,12,21.8678,86.8616,766,0.6251,1.07,0.4449,61.35,-0.1017,-0.108,-0.0062,93.6,91.4,-2.33,0.2777,0.2558,-0.00439,1,0,22.0,56.2,1,low
OD200141,Odisha,20,19.74559,83.85636,2538,3.2963,3.7585,0.4622,13.61,0.1173,0.1555,0.0382,55.0,66.8,21.18,0.4108,0.4244,0.00272,1,1,18.3,38.9,1,medium
OD120142,Odisha,12,19.01887,84.88532,2052,0.7146,1.0516,0.337,41.37,0.1149,0.1221,0.0072,148.8,150.9,1.41,0.5411,0.5837,0.00852,1,0,22.3,62.1,0,low
OD080143,Odisha,8,18.65671,81.48191,363,2.5033,3.4652,0.9619,36.95,-0.1984,-0.1586,0.0398,41.8,66.1,56.59,0.4321,0.5134,0.01625,1,0,18.6,38.7,1,medium
OD050144,Odisha,5,22.5057,84.17811,4202,3.942,4.4617,0.5196,12.86,0.0886,0.1342,0.0456,88.5,104.5,17.89,0.6065,0.6724,0.01318,0,0,11.1,68.3,1,medium
OD260145,Odisha,26,19.28405,86.92459,1244,6.5961,12.0638,5.4677,81.66,-0.0673,0.0482,0.1156,112.7,146.8,29.98,0.25,0.3862,0.02725,1,2,17.2,31.9,1,high
OD160146,Odisha,16,21.05588,87.21421,721,0.5097,0.6824,0.1727,28.32,0.1713,0.1754,0.0041,63.7,66.5,4.35,0.6484,0.6934,0.009,1,0,27.4,72.5,0,low
OD280147,Odisha,28,18.2711,81.53097,360,0.5701,0.883,0.3129,46.7,-0.2536,-0.2616,-0.008,63.3,59.1,-6.59,0.5038,0.4866,-0.00343,1,1,29.7,98.6,1,low
OD050148,Odisha,5,19.83163,83.73024,363,0.9628,1.0667,0.1039,9.77,0.0513,0.0615,0.0101,76.1,78.7,3.33,0.5034,0.5412,0.00756,1,0,57.5,70.8,1,low
OD280149,Odisha,28,18.33086,83.73167,998,0.5543,0.6327,0.0783,11.97,0.1425,0.1356,-0.0069,73.5,69.1,-5.92,0.6368,0.5778,-0.01178,0,0,42.7,58.5,1,low
OD210150,Odisha,21,20.87921,87.00008,1420,0.5785,0.6861,0.1076,15.85,0.0566,0.0518,-0.0048,92.8,90.9,-2.04,0.3636,0.3853,0.00434,0,0,41.5,99.1,1,low
OD070151,Odisha,7,20.65352,83.40366,847,7.4483,18.6513,11.203,148.42,-0.0895,0.0276,0.1172,66.9,146.5,117.33,0.5164,0.7028,0.03728,1,1,12.9,22.2,1,high
